strategy,chunk_words,overlap_words,k,id,question,gold_answers,pred_answer,em,f1
large,800,120,1,571ccfbadd7acb1400e4c164,Electrolysis of what can be used to produce oxygen and hydrogen?,water || water || water || water,Water,1.0,1.0
large,800,120,1,56f827caa6d7ea1400e1743a,When was the Edict of Worms presented?,25 May 1521 || 25 May 1521 || 25 May 1521,25 May 1521,1.0,1.0
large,800,120,1,56e127bccd28a01900c6765f,How many other important people sent letters?,more than 70 || more than 70 || more than 70,More than 70,1.0,1.0
large,800,120,1,572976183f37b31900478431,What is an alternate way to make starch?,glucose monomers in the chloroplast can be linked together || glucose monomers || glucose monomers in the chloroplast,Linking glucose monomers together in chloroplasts,0.0,0.6
large,800,120,1,56e0f32d231d4119001ac4cb,What type of image was Tesla thought to have accidentally taken a week prior to the announcement of its discovery?,X-ray image || X-ray || X-ray image,An X-ray image.,1.0,1.0
large,800,120,1,5730005db2c2fd1400568707,Where did Maududi's books place Islam?,in a modern context || a modern context || modern context,In a modern context,1.0,1.0
large,800,120,1,57273a465951b619008f86ff,What is the process of constructing a building or infrastructure?,Construction || Construction || Construction,Construction involves site-specific work undertaken to build structures from start planning through design and financing until completion.,0.0,0.1111111111111111
large,800,120,1,56d71d150d65d2140019836f,How many will the host committee dedicate to local charities?,25 percent || 25 percent of all money || 25,25 percent of all money raised,0.0,0.9090909090909091
large,800,120,1,56bebde53aeaaa14008c9338,In what city is SAP Center located?,San Jose || San Jose || San Jose.,Not in the context provided; NOT_FOUND.,0.0,0.0
large,800,120,1,56e10b6ee3433e1400422b25,"For what invention was U.S. Patent 1,655,114 granted?",VTOL aircraft || VTOL aircraft || a biplane capable of taking off vertically,A biplane capable of taking off vertically and transitioning to conventional flight,0.0,0.7058823529411764
large,800,120,1,571c91c8dd7acb1400e4c10e,For what purpose is oxygen used by animal life?,cellular respiration || cellular respiration || cellular respiration || in cellular respiration || cellular respiration,Oxygen is used in cellular respiration and released by photosynthesis.,0.0,0.4615384615384615
large,800,120,1,57265bdfdd62a815002e82a0,By which year did the American cars mpg start to improve?,1985 || 1985 || 1985 || 1985 || 1985,1970,0.0,0.0
large,800,120,1,57287fec4b864d1900164a3d,Which religion did Kublai prefer?,"Buddhism, especially the Tibetan variants || Buddhism || Buddhism",Buddhism,1.0,1.0
large,800,120,1,57308f6b8ab72b1400f9c581,Early Western texts referencing the East describe the people as being what?,irrational and backward || them || as irrational and backward || irrational and backward || irrational and backward,Irrational and backward,1.0,1.0
large,800,120,1,56bebbbf3aeaaa14008c9317,Who is the NFL's vice president of brand and creative?,Jaime Weston || Jaime Weston || Weston,Jaime Weston,1.0,1.0
large,800,120,1,572f58d9a23a5019007fc57f,What does Obersee mean?,"upper lake || upper lake || (""upper lake"" || upper lake",NOT_FOUND,0.0,0.0
large,800,120,1,57112686b654c5140001fbd7,What types of engines are steam engines?,external combustion || external combustion || external combustion engines || external combustion,External combustion engines with separate working fluid from combustion products.,0.0,0.4615384615384615
large,800,120,1,572975511d046914007794a8,In what process are electrons recycled?,cyclic photophosphorylation || cyclic photophosphorylation || cyclic photophosphorylation,Cyclic photophosphorylation,1.0,1.0
large,800,120,1,5728ebcb3acd2414000e01dd,What third type of plea uses creative words?,creative plea || no contest || creative plea || creative plea || creative plea || creative plea,Creative Plea,1.0,1.0
large,800,120,1,571cb010dd7acb1400e4c12c,What objects in organisms absorb singlet oxygen to prevent harm?,Carotenoids || Carotenoids || Carotenoids || Carotenoids || Carotenoids,Carotenoids,1.0,1.0
large,800,120,1,5729d51d3f37b31900478593,"In a market economy, what is inequality a reflection of?",productivity gap between highly-paid professions and lower-paid professions || productivity gap || productivity gap,The productivity gap between different economic actors in various sectors.,0.0,0.3636363636363636
large,800,120,1,572ffd9e04bcaa1900d76fcb,"What interpretation of Islam is, for many of the adherents, the ""gold standard"" of their religion?",Saudi || the Saudi-interpretation || Saudi,"The strict, conservative Saudi-based Wahhabism or Salafism.",0.0,0.0
large,800,120,1,572646655951b619008f6ec3,Ctenophores are less complex than what other group?,bilaterians || bilaterians || bilaterians,Bilaterians,1.0,1.0
large,800,120,1,56be53b8acb8001400a50314,Who was the NFL Commissioner in early 2012?,Roger Goodell || Roger Goodell || Goodell,Roger Goodell,1.0,1.0
large,800,120,1,56f8cc399e9bad19000a0515,In contrast how were Catholic saints portrayed?,frail Catholic saints || frail || frail,As frail with a halo of light.,0.0,0.2857142857142857
large,800,120,1,57273d8bf1498d1400e8f500,Infrastructure is often called what?,"heavy/highway, heavy civil or heavy engineering || heavy/highway, heavy civil or heavy engineering || heavy/highway, heavy civil or heavy engineering",Heavy/Highway Civil Engineering,0.0,0.6666666666666666
large,800,120,1,5726de7a5951b619008f80ab,How many years does the V&A glass collection cover?,4000 || 4000 years || 4000,4000 years,1.0,1.0
large,800,120,1,5725cb33271a42140099d1df,What does ctenophore use to capture prey?,colloblasts || colloblasts || colloblasts,Colloblasts on tentilla,0.0,0.5
large,800,120,1,56f8b2499b226e1400dd0e3b,What did Luther speak out about in Saxony?,the Jews || Jews || Jews,Against the Jews and their plight.,0.0,0.33333333333333337
large,800,120,1,571a52cb4faf5e1900b8a968,What chemical element was the cause of the Apollo 1 disastrous outcome?,pure O,Oxygen,0.0,0.0
large,800,120,1,5726bf325951b619008f7cfd,Approximately how many works of art are included in the Far Eastern collections?,"more than 70,000 || more than 70,000 || 70,000","Over 70,000 works of art",0.0,0.33333333333333337
large,800,120,1,56e126dae3433e1400422c7e,How many types of science fiction have been impacted by Tesla?,several || several || several,Not specified in the context; it implies multiple but does not quantify them.,0.0,0.0
large,800,120,1,56e1075ae3433e1400422afc,What did he do with Wardenclyffe?,sold || sold || sold,"He sold it for $20,000.",0.0,0.33333333333333337
large,800,120,1,5726c9b0dd62a815002e9047,Whose plan called for the Mongolian army to split in two after the Khwarezmian conquest?,Subutai || Subutai || Subutai,Subutai's suggestion,0.0,0.0
large,800,120,1,56e1127bcd28a01900c67549,Where was Tesla's property sent?,Belgrade || Belgrade || Belgrade,Belgrade,1.0,1.0
large,800,120,1,5727448b5951b619008f87a2,When did Sunday Night Football premiere on NBC?,2006 || 2006 || 2006,2006,1.0,1.0
large,800,120,1,5726f4a0708984140094d6ea,How many paintings did John Sheeshanks give to the museum?,233 || 233 || 233,233,1.0,1.0
large,800,120,1,57309564069b5314008321a9,Who was made rich and prosperous prior to World War 1,many imperial powers || imperial powers || imperial powers || imperial powers,European Imperial Powers,0.0,0.8
large,800,120,1,5729e500af94a219006aa6b7,"After the Oligocene period, under what period did the amazon rainforest begin to expand?",Middle Miocene || Middle Miocene || Middle Miocene,Middle Miocene,1.0,1.0
large,800,120,1,56d9c660dc89441400fdb7e7,Which retired ref disagreed with the outcome of the challenge of a incomplete pass?,Mike Carey || Mike Carey || Carey,Mike Carey,1.0,1.0
large,800,120,1,572a07a86aef0514001551d5,Where are health and social problems most common?,among states in the US with larger income inequalities || countries with bigger income inequalities || countries with bigger income inequalities,Countries with bigger income inequalities,1.0,1.0
large,800,120,1,572968cf1d046914007793cd,When was the plastome discovered?,1962 || 1962 || 1962,1962,1.0,1.0
large,800,120,1,56e76b8337bdd419002c3f82,Which study showed double the rate of anxiety?,2012 || 2012 || 2012 study,The 2012 study,1.0,1.0
large,800,120,1,5726c0c5dd62a815002e8f7a,What trading route joined Khwarezmia and the Mongol Empire?,the Silk Road || Silk Road || Silk Road,The Silk Road,1.0,1.0
large,800,120,1,56e0d402231d4119001ac3fd,Where did Tesla work in Budapest?,a telegraph company || the Budapest Telephone Exchange || Budapest Telephone Exchange,"Both A and B are correct as they refer to different places where he worked during his time in Budapest. However, since only one location is requested for an answer without additional context or specification of a particular period within that employment: NOT_FOUND.",0.0,0.046511627906976744
large,800,120,1,572980f9af94a219006aa4d4,What is the name of one type of prime where p+1 or p-1 takes a certain shape?,primorial primes || Fermat || Sophie Germain || Sophie Germain || Sophie Germain,Sophie Germain primes,0.0,0.8
large,800,120,1,5725ff8238643c19005acf4a,Where is the Santa Fe Railroad Depot located?,Downtown Fresno || Downtown Fresno || Downtown Fresno,Downtown Fresno,1.0,1.0
large,800,120,1,5733f8dc4776f419006615f9,Who won the battle of Lake George?,"inconclusively, with both sides withdrawing from the field || The battle ended inconclusively || ended inconclusively || both sides withdrawing from the field || The battle ended inconclusively",Neither side; it ended inconclusively.,0.0,0.5714285714285715
large,800,120,1,5730cb0fb7151e1900c0154c,Clergy are members of what group rather than of any local congregation?,their Annual Conference || Annual Conference || their Annual Conference,Annual Conference,1.0,1.0
large,800,120,1,57274e6a5951b619008f87f4,"On December 22nd 2009, ABC reached an agreement with Apple to make ABC shows available on what service?",iTunes || iTunes || iTunes,iTunes,1.0,1.0
large,800,120,1,572fb059947a6a140053cb80,Who did the Parliament rent additional buildings from?,City of Edinburgh Council || City of Edinburgh Council || the City of Edinburgh Council,The City of Edinburgh Council,1.0,1.0
large,800,120,1,571098f8a58dae1900cd6ab3,What style of lace is erroneously believed by some to have Huguenot influence?,'Bucks Point' || Bucks Point || Bucks Point,Bucks Point lace,0.0,0.8
large,800,120,1,56de40da4396321400ee270a,Who led Richard's troops when Cyprus was conquered?,Guy de Lusignan || Guy de Lusignan || Guy de Lusignan,Guy de Lusignan,1.0,1.0
large,800,120,1,56d9c92bdc89441400fdb80e,Who did Newton get a pass to in the Panther starting plays of Super Bowl 50?,Ted Ginn Jr. || Ted Ginn Jr,Jerricho Cotchery,0.0,0.0
large,800,120,1,5725bad5271a42140099d0bd,When did Syria and Egypt launch a surprise attack on Israel?,"On October 6, 1973 || October 6, 1973 || October 6, 1973 || October 6, 1973 || October 6, 1973","October 6, 1973",1.0,1.0
large,800,120,1,5725edfe38643c19005acea1,The west side of Fresno is the center of which ethnic community?,African-American || African-American || African-American,African-American,1.0,1.0
large,800,120,1,56e0d6367aa994140058e773,How much did Tesla say Edison offered him to redesign his motor and generators?,fifty thousand dollars || fifty thousand dollars || fifty thousand dollars,US$5000,0.0,0.0
large,800,120,1,57265ceddd62a815002e82b8,By which year did full sized American cars shrink to be smaller?,1979 || 1979 || 1979 || 1979 || 1979,1979,1.0,1.0
large,800,120,1,56e1239acd28a01900c67642,When did he talk about his thoughts on gender?,1926 || 1926 || 1926,1926,1.0,1.0
large,800,120,1,5726c9b0dd62a815002e904a,Who led the Kievian Rus' troops against Subutai's Mongol army?,Mstislav the Bold of Halych and Mstislav III of Kiev || Mstislav the Bold of Halych and Mstislav III of Kiev || Mstislav the Bold of Halych and Mstislav III of Kiev,Mstislav Mudryi of Halych,0.0,0.46153846153846156
large,800,120,1,572646655951b619008f6ec0,What do ctenophores have that no other animals have?,colloblasts || colloblasts || colloblasts,Colloblasts,1.0,1.0
large,800,120,1,5727f2714b864d1900164074,What impact did the high school education movement have on the wages of skilled workers?,decrease || decrease in the price of skilled labor || decrease,The decrease in price for skilled labor due to an increase in their numbers from higher skill acquisition through mass high school education.,0.0,0.37037037037037035
large,800,120,1,57376828c3c5551400e51eba,What physical quantities do not have direction?,denoted scalar quantities || scalar quantities || denoted scalar quantities || scalar quantities || scalar quantities,Scalar quantities,1.0,1.0
large,800,120,1,57275cb3f1498d1400e8f6dc,What cable provider did ABC reach an agreement with in 1993 to carry it's owned-and-operated stations in ABC O&O markets?,Time Warner Cable || Time Warner Cable || Time Warner Cable,Time Warner Cable,1.0,1.0
large,800,120,1,5705eccb52bb8914006896b9,Other than the desert city why do many locals and tourists frequent southern California?,beaches || for its popular beaches || beaches,"The context does not provide a specific reason other than Palm Springs' popularity for its resort feel and nearby open spaces. Therefore, NOT_FOUND is an appropriate response as it cannot be determined from the given information alone.",0.0,0.10810810810810813
